"Time","Frequency (Hz)","Level (dBµV/m)","Level_1 (dBµV/m)","Level_2 (dBµV/m)","Level_3 (dBµV/m)","Value Count","File Info"
"10/12/2021  10:50:00.000","    89125000","  10.4","   0.2","  10.1","  11.4","76",
"10/12/2021  10:50:00.000","    89150000","   9.9","   0.3","   9.6","  10.9","76",
"10/12/2021  10:50:00.000","    89175000","  10.5","   0.2","  10.2","  11.4","76",
"10/12/2021  10:50:00.000","    89200000","  11.0","   0.2","  10.8","  11.9","76",
"10/12/2021  10:50:00.000","    89225000","  10.5","   0.3","  10.2","  11.5","76",
"10/12/2021  10:50:00.000","    89250000","  10.5","   0.3","  10.2","  11.5","76",
"10/12/2021  10:50:00.000","    89275000","  10.9","   0.3","  10.5","  11.9","76",
"10/12/2021  10:50:00.000","    89300000","  12.0","   0.4","  11.4","  13.0","76",
"10/12/2021  10:50:00.000","    89325000","  12.7","   0.5","  11.7","  14.0","76",
"10/12/2021  10:50:00.000","    89350000","  14.6","   0.4","  13.5","  15.6","76",
"10/12/2021  10:50:00.000","    89375000","  16.1","   0.5","  15.1","  17.5","76",
"10/12/2021  10:50:00.000","    89400000","  16.6","   0.7","  15.2","  18.3","76",
"10/12/2021  10:50:00.000","    89425000","  15.9","   0.5","  14.8","  17.2","76",
"10/12/2021  11:20:00.000","    89450000","  14.2","   0.3","  13.5","  15.1","76",
"10/12/2021  11:20:00.000","    89475000","  13.0","   0.4","  12.0","  13.9","76",
"10/12/2021  10:40:00.000","    89500000","  12.1","   0.5","  11.2","  13.3","40",
"10/12/2021  10:50:00.000","    89525000","  10.7","   0.4","  10.1","  11.8","76",
"10/12/2021  10:50:00.000","    89550000","  10.2","   0.3","   9.8","  11.5","76",
"10/12/2021  10:50:00.000","    89575000","  10.2","   0.3","   9.9","  11.6","76",
"10/12/2021  10:50:00.000","    89600000","  11.0","   0.3","  10.7","  12.2","76",
"10/12/2021  10:50:00.000","    89625000","  11.4","   0.2","  11.1","  12.5","76",
"10/12/2021  10:50:00.000","    89650000","  13.6","   0.1","  13.4","  14.3","76",
"10/12/2021  10:50:00.000","    89675000","  13.0","   0.2","  12.7","  13.7","76",
"10/12/2021  10:50:00.000","    89700000","  10.8","   0.3","  10.5","  12.1","76",
"10/12/2021  10:50:00.000","    89725000","  11.4","   0.3","  11.1","  12.6","76",
"10/12/2021  10:50:00.000","    89750000","  11.7","   0.2","  11.4","  12.8","76",
"10/12/2021  10:50:00.000","    89775000","  11.8","   0.2","  11.6","  12.9","76",
"10/12/2021  10:50:00.000","    89800000","  11.4","   0.3","  11.2","  12.6","76",
"10/12/2021  10:50:00.000","    89825000","  10.9","   0.3","  10.5","  12.2","76",
"10/12/2021  10:50:00.000","    89850000","  11.3","   0.3","  10.9","  12.5","76",
"10/12/2021  10:50:00.000","    89875000","  11.6","   0.3","  11.2","  12.7","76",
"10/12/2021  10:50:00.000","    89900000","  12.1","   0.3","  11.7","  13.1","76",
"10/12/2021  10:40:00.000","    89925000","  13.0","   0.3","  12.4","  13.9","40",
"10/12/2021  10:40:00.000","    89950000","  14.7","   0.7","  13.6","  16.4","40",
"10/12/2021  10:40:00.000","    89975000","  17.5","   1.9","  14.5","  21.2","40",
"10/12/2021  10:40:00.000","    90000000","  22.3","   4.1","  15.3","  28.3","40",
"10/12/2021  10:40:00.000","    90025000","  29.1","   6.6","  16.7","  37.0","40",
"10/12/2021  11:40:00.000","    90050000","  36.9","   4.9","  22.7","  44.3","76",
"10/12/2021  11:40:00.000","    90075000","  44.5","   4.4","  31.6","  50.9","76",
"10/12/2021  12:30:00.000","    90100000","  52.0","   2.6","  45.4","  55.7","76",
"10/12/2021  10:40:00.000","    90125000","  58.5","   3.7","  47.5","  62.0","40",
"10/12/2021  10:40:00.000","    90150000","  63.8","   1.3","  59.5","  65.1","40",
"10/12/2021  10:50:00.000","    90175000","  68.1","   1.1","  65.9","  69.9","76",
"10/12/2021  10:50:00.000","    90200000","  70.0","   1.8","  66.9","  73.0","76",
"10/12/2021  10:50:00.000","    90225000","  68.2","   0.8","  66.6","  69.9","76",
"10/12/2021  10:40:00.000","    90250000","  64.7","   1.3","  60.0","  65.9","40",
"10/12/2021  12:30:00.000","    90275000","  59.9","   1.3","  56.2","  62.1","76",
"10/12/2021  12:30:00.000","    90300000","  53.6","   2.5","  47.6","  57.2","76",
"10/12/2021  11:40:00.000","    90325000","  46.4","   4.4","  30.6","  52.6","76",
"10/12/2021  11:40:00.000","    90350000","  38.6","   5.0","  21.1","  46.0","76",
"10/12/2021  11:40:00.000","    90375000","  30.2","   4.6","  16.8","  38.0","76",
"10/12/2021  10:40:00.000","    90400000","  23.6","   3.7","  16.1","  29.2","40",
"10/12/2021  10:40:00.000","    90425000","  18.8","   1.9","  15.1","  21.9","40",
"10/12/2021  10:40:00.000","    90450000","  15.6","   1.2","  13.7","  17.7","40",
"10/12/2021  10:40:00.000","    90475000","  14.0","   1.0","  12.7","  17.0","40",
"10/12/2021  10:40:00.000","    90500000","  12.9","   0.9","  12.0","  16.5","40",
"10/12/2021  10:40:00.000","    90525000","  12.2","   0.5","  11.5","  14.7","40",
"10/12/2021  10:40:00.000","    90550000","  11.4","   0.3","  10.9","  12.4","40",
"10/12/2021  11:20:00.000","    90575000","  11.8","   0.2","  11.3","  12.2","76",
"10/12/2021  11:20:00.000","    90600000","  12.5","   0.2","  11.9","  13.0","76",
"10/12/2021  11:20:00.000","    90625000","  13.0","   0.3","  12.1","  13.9","76",
"10/12/2021  11:20:00.000","    90650000","  12.7","   0.2","  12.2","  13.4","76",
"10/12/2021  11:20:00.000","    90675000","  11.6","   0.2","  10.9","  12.1","76",
"10/12/2021  11:20:00.000","    90700000","  10.9","   0.2","  10.5","  11.3","76",
"10/12/2021  10:50:00.000","    90725000","   9.9","   0.3","   9.7","  11.4","76",
"10/12/2021  10:50:00.000","    90750000","   9.5","   0.3","   9.3","  11.1","76",
"10/12/2021  10:50:00.000","    90775000","   9.5","   0.3","   9.4","  11.1","76",
"10/12/2021  10:50:00.000","    90800000","   9.3","   0.3","   9.0","  10.8","76",
"10/12/2021  10:50:00.000","    90825000","   9.5","   0.3","   9.2","  11.0","76",
"10/12/2021  10:50:00.000","    90850000","  10.4","   0.3","  10.1","  11.6","76",
"10/12/2021  10:40:00.000","    90875000","  12.3","   0.3","  11.7","  13.4","40",
"10/12/2021  10:40:00.000","    90900000","  12.1","   0.4","  11.2","  13.0","40",
"10/12/2021  10:40:00.000","    90925000","  13.2","   0.5","  11.8","  14.2","40",
"10/12/2021  10:50:00.000","    90950000","  14.9","   0.3","  14.1","  15.8","76",
"10/12/2021  10:50:00.000","    90975000","  16.2","   0.4","  15.2","  17.4","76",
"10/12/2021  10:50:00.000","    91000000","  17.1","   0.6","  16.0","  18.7","76",
"10/12/2021  10:50:00.000","    91025000","  16.4","   0.4","  15.4","  17.4","76",
"10/12/2021  10:40:00.000","    91050000","  14.5","   0.5","  13.1","  15.5","40",
"10/12/2021  10:40:00.000","    91075000","  12.7","   0.7","  10.7","  14.1","40",
"10/12/2021  10:40:00.000","    91100000","  10.9","   0.6","   9.5","  12.3","40",
"10/12/2021  10:40:00.000","    91125000","  10.0","   0.4","   9.2","  11.0","40",
"10/12/2021  10:40:00.000","    91150000","   9.6","   0.2","   9.2","  10.2","40",
"10/12/2021  10:50:00.000","    91175000","   9.4","   0.3","   9.1","  10.6","76",
"10/12/2021  10:50:00.000","    91200000","   9.6","   0.2","   9.4","  10.7","76",
"10/12/2021  10:50:00.000","    91225000","   9.3","   0.2","   9.1","  10.6","76",
"10/12/2021  10:50:00.000","    91250000","   9.5","   0.2","   9.3","  10.7","76",
"10/12/2021  10:50:00.000","    91275000","   9.6","   0.2","   9.3","  10.7","76",
"10/12/2021  10:50:00.000","    91300000","  10.1","   0.2","   9.9","  11.2","76",
"10/12/2021  10:50:00.000","    91325000","  10.1","   0.2","   9.9","  11.3","76",
"10/12/2021  10:50:00.000","    91350000","  10.1","   0.4","   9.6","  11.3","76",
"10/12/2021  10:50:00.000","    91375000","  12.8","   1.0","  10.7","  15.5","76",
"10/12/2021  10:50:00.000","    91400000","  18.6","   1.7","  14.2","  22.3","76",
"10/12/2021  10:50:00.000","    91425000","  24.4","   2.2","  16.6","  27.8","76",
"10/12/2021  10:40:00.000","    91450000","  30.7","   1.1","  28.3","  32.7","40",
"10/12/2021  12:10:00.000","    91475000","  37.5","   1.0","  34.7","  39.4","76",
"10/12/2021  12:20:00.000","    91500000","  40.3","   1.6","  36.4","  43.2","76",
"10/12/2021  12:10:00.000","    91525000","  37.8","   0.9","  35.4","  39.6","76",
"10/12/2021  10:40:00.000","    91550000","  31.3","   1.2","  28.2","  33.3","40",
"10/12/2021  10:50:00.000","    91575000","  23.9","   2.7","  13.0","  28.3","76",
"10/12/2021  10:50:00.000","    91600000","  16.8","   2.6","   9.1","  22.2","76",
"10/12/2021  10:50:00.000","    91625000","  12.6","   1.7","   9.2","  16.9","76",
"10/12/2021  10:50:00.000","    91650000","  11.0","   0.9","   9.4","  13.5","76",
"10/12/2021  10:50:00.000","    91675000","  10.7","   0.5","   9.9","  12.0","76",
"10/12/2021  10:50:00.000","    91700000","   9.9","   0.3","   9.4","  10.6","76",
"10/12/2021  10:50:00.000","    91725000","  10.2","   0.3","   9.8","  11.1","76",
"10/12/2021  10:50:00.000","    91750000","  11.0","   0.3","  10.5","  11.9","76",
"10/12/2021  10:50:00.000","    91775000","  11.9","   0.3","  11.2","  12.9","76",
"10/12/2021  10:50:00.000","    91800000","  12.6","   0.3","  12.0","  13.6","76",
"10/12/2021  10:50:00.000","    91825000","  12.1","   0.3","  11.6","  12.9","76",
"10/12/2021  11:20:00.000","    91850000","  11.7","   0.2","  11.3","  12.2","76",
"10/12/2021  11:20:00.000","    91875000","  10.8","   0.2","  10.4","  11.4","76",
"10/12/2021  11:20:00.000","    91900000","   9.8","   0.2","   9.4","  10.4","76",
"10/12/2021  10:40:00.000","    91925000","   9.5","   0.2","   9.2","   9.9","40",
"10/12/2021  10:50:00.000","    91950000","   9.1","   0.2","   8.9","  10.1","76",
"10/12/2021  10:50:00.000","    91975000","   9.2","   0.2","   9.1","  10.2","76",
"10/12/2021  12:40:00.000","    92000000","   9.4","   0.3","   9.0","  10.3","54",
"10/12/2021  10:50:00.000","    92025000","   9.2","   0.2","   9.0","  10.2","76",
"10/12/2021  11:20:00.000","    92050000","   9.7","   0.5","   9.3","  13.3","76",
"10/12/2021  10:40:00.000","    92075000","  10.8","   0.7","   9.8","  12.5","40",
"10/12/2021  10:40:00.000","    92100000","  13.0","   1.5","  10.8","  16.1","40",
"10/12/2021  11:20:00.000","    92125000","  15.3","   2.5","  10.7","  23.3","76",
"10/12/2021  11:20:00.000","    92150000","  20.1","   2.7","  13.7","  23.8","76",
"10/12/2021  11:20:00.000","    92175000","  24.8","   1.7","  19.6","  26.9","76",
"10/12/2021  11:20:00.000","    92200000","  29.2","   1.4","  22.2","  32.3","76",
"10/12/2021  10:50:00.000","    92225000","  31.0","   1.6","  26.7","  34.7","76",
"10/12/2021  11:20:00.000","    92250000","  29.3","   1.4","  22.5","  32.4","76",
"10/12/2021  11:20:00.000","    92275000","  24.8","   1.7","  19.4","  26.8","76",
"10/12/2021  11:20:00.000","    92300000","  19.1","   3.6","   9.8","  24.0","76",
"10/12/2021  11:20:00.000","    92325000","  14.6","   3.0","   8.9","  23.8","76",
"10/12/2021  10:40:00.000","    92350000","  11.6","   1.8","   8.8","  15.0","40",
"10/12/2021  10:40:00.000","    92375000","  10.7","   0.7","   9.7","  12.0","40",
"10/12/2021  10:40:00.000","    92400000","  11.9","   0.3","  11.5","  13.1","40",
"10/12/2021  11:20:00.000","    92425000","  10.9","   1.4","  10.5","  22.7","76",
"10/12/2021  12:30:00.000","    92450000","   9.9","   1.2","   9.0","  15.1","76",
"10/12/2021  12:00:00.000","    92475000","  12.3","   3.0","   9.4","  22.4","75",
"10/12/2021  12:00:00.000","    92500000","  18.7","   6.1","   9.7","  31.6","75",
"10/12/2021  12:00:00.000","    92525000","  29.6","   6.4","  14.4","  39.6","75",
"10/12/2021  12:00:00.000","    92550000","  41.0","   2.6","  34.5","  45.0","75",
"10/12/2021  10:40:00.000","    92575000","  49.3","   2.0","  47.1","  53.4","40",
"10/12/2021  10:40:00.000","    92600000","  53.2","   2.0","  51.0","  57.5","40",
"10/12/2021  10:40:00.000","    92625000","  49.2","   2.0","  47.0","  53.4","40",
"10/12/2021  12:00:00.000","    92650000","  41.1","   2.7","  34.4","  44.8","75",
"10/12/2021  12:00:00.000","    92675000","  30.0","   6.7","  15.1","  40.4","75",
"10/12/2021  12:00:00.000","    92700000","  19.6","   6.4","   9.9","  32.6","75",
"10/12/2021  12:00:00.000","    92725000","  13.0","   3.0","   9.4","  23.6","75",
"10/12/2021  11:20:00.000","    92750000","  12.4","   1.3","  10.9","  22.5","76",
"10/12/2021  12:30:00.000","    92775000","  15.2","   0.4","  14.3","  16.1","76",
"10/12/2021  12:10:00.000","    92800000","  17.5","   1.2","  14.1","  19.7","76",
"10/12/2021  12:20:00.000","    92825000","  15.5","   0.3","  14.6","  16.2","76",
"10/12/2021  11:40:00.000","    92850000","  13.3","   0.5","  11.5","  14.5","76",
"10/12/2021  11:40:00.000","    92875000","  11.6","   0.6","   9.6","  13.3","76",
"10/12/2021  11:40:00.000","    92900000","  10.6","   0.5","   9.4","  11.9","76",
"10/12/2021  11:20:00.000","    92925000","  10.5","   0.4","   9.9","  11.9","76",
"10/12/2021  10:40:00.000","    92950000","  11.2","   0.3","  10.9","  11.9","40",
"10/12/2021  10:40:00.000","    92975000","  11.1","   0.2","  10.5","  11.5","40",
"10/12/2021  10:50:00.000","    93000000","  11.0","   0.2","  10.6","  11.5","76",
"10/12/2021  10:50:00.000","    93025000","  11.2","   0.4","  10.6","  12.4","76",
"10/12/2021  10:50:00.000","    93050000","  10.5","   0.2","  10.1","  11.0","76",
"10/12/2021  11:10:00.000","    93075000","   9.7","   0.3","   9.0","  10.7","76",
"10/12/2021  10:50:00.000","    93100000","   9.1","   0.3","   8.6","  10.0","76",
"10/12/2021  11:30:00.000","    93125000","   8.8","   0.2","   8.5","   9.8","76",
"10/12/2021  11:30:00.000","    93150000","   8.8","   0.2","   8.6","   9.8","76",
"10/12/2021  11:30:00.000","    93175000","   8.7","   0.2","   8.5","   9.7","76",
"10/12/2021  11:30:00.000","    93200000","   8.8","   0.2","   8.6","   9.8","76",
"10/12/2021  11:30:00.000","    93225000","   8.8","   0.2","   8.6","   9.8","76",
"10/12/2021  12:00:00.000","    93250000","   9.0","   0.1","   8.8","   9.3","75",
"10/12/2021  12:30:00.000","    93275000","   9.0","   0.2","   8.8","  10.0","76",
"10/12/2021  12:30:00.000","    93300000","   9.6","   0.2","   9.4","  10.4","76",
"10/12/2021  10:40:00.000","    93325000","  10.4","   0.3","   9.9","  11.1","40",
"10/12/2021  10:40:00.000","    93350000","  10.6","   0.3","   9.9","  11.3","40",
"10/12/2021  10:40:00.000","    93375000","  11.4","   0.4","  10.6","  12.3","40",
"10/12/2021  10:40:00.000","    93400000","  11.9","   0.5","  11.0","  12.9","40",
"10/12/2021  10:50:00.000","    93425000","  12.2","   0.6","  11.1","  14.6","76",
"10/12/2021  10:50:00.000","    93450000","  13.7","   1.8","  11.1","  19.6","76",
"10/12/2021  10:50:00.000","    93475000","  19.3","   3.5","  12.2","  27.7","76",
"10/12/2021  10:50:00.000","    93500000","  28.6","   3.6","  19.1","  35.5","76",
"10/12/2021  10:50:00.000","    93525000","  38.9","   2.3","  32.2","  42.7","76",
"10/12/2021  10:50:00.000","    93550000","  47.5","   1.0","  45.0","  49.2","76",
"10/12/2021  11:20:00.000","    93575000","  54.0","   0.4","  53.3","  55.0","76",
"10/12/2021  11:10:00.000","    93600000","  56.9","   0.8","  54.9","  58.9","76",
"10/12/2021  11:10:00.000","    93625000","  54.4","   0.4","  53.5","  55.3","76",
"10/12/2021  10:50:00.000","    93650000","  48.2","   0.9","  45.7","  49.7","76",
"10/12/2021  10:50:00.000","    93675000","  39.6","   2.4","  32.8","  43.6","76",
"10/12/2021  10:50:00.000","    93700000","  29.9","   3.7","  20.4","  37.3","76",
"10/12/2021  10:50:00.000","    93725000","  21.2","   3.5","  14.4","  29.8","76",
"10/12/2021  10:50:00.000","    93750000","  15.5","   2.2","  12.5","  22.3","76",
"10/12/2021  10:50:00.000","    93775000","  12.3","   1.0","  10.7","  15.8","76",
"10/12/2021  10:40:00.000","    93800000","  10.8","   0.4","   9.9","  11.9","40",
"10/12/2021  10:40:00.000","    93825000","  10.0","   0.3","   9.4","  10.7","40",
"10/12/2021  11:10:00.000","    93850000","   9.4","   0.3","   8.8","  10.5","76",
"10/12/2021  11:10:00.000","    93875000","   9.1","   0.2","   8.6","  10.2","76",
"10/12/2021  11:10:00.000","    93900000","   9.0","   0.3","   8.5","  10.2","76",
"10/12/2021  11:10:00.000","    93925000","   9.1","   0.3","   8.6","  10.3","76",
"10/12/2021  11:10:00.000","    93950000","   9.4","   0.3","   8.8","  10.6","76",
"10/12/2021  10:50:00.000","    93975000","   9.9","   0.3","   9.4","  10.5","76",
"10/12/2021  10:50:00.000","    94000000","  10.3","   0.4","   9.6","  11.2","76",
"10/12/2021  11:10:00.000","    94025000","  10.0","   0.2","   9.7","  11.0","76",
"10/12/2021  11:10:00.000","    94050000","  10.0","   0.2","   9.6","  11.1","76",
"10/12/2021  11:10:00.000","    94075000","  10.3","   0.2","   9.7","  11.5","76",
"10/12/2021  11:10:00.000","    94100000","  11.1","   0.2","  10.5","  12.1","76",
"10/12/2021  11:20:00.000","    94125000","  11.8","   0.3","  11.4","  12.9","76",
"10/12/2021  10:50:00.000","    94150000","  11.9","   0.3","  11.3","  12.6","76",
"10/12/2021  10:50:00.000","    94175000","  12.5","   0.3","  12.0","  13.0","76",
"10/12/2021  10:50:00.000","    94200000","  12.8","   0.3","  12.3","  13.5","76",
"10/12/2021  10:50:00.000","    94225000","  12.4","   0.3","  11.8","  13.0","76",
"10/12/2021  10:50:00.000","    94250000","  11.6","   0.3","  11.1","  12.3","76",
"10/12/2021  11:10:00.000","    94275000","  11.3","   0.2","  10.9","  12.4","76",
"10/12/2021  11:10:00.000","    94300000","  12.1","   0.5","  11.4","  13.3","76",
"10/12/2021  11:10:00.000","    94325000","  14.7","   1.9","  11.8","  18.2","76",
"10/12/2021  11:50:00.000","    94350000","  21.5","   3.0","  11.5","  25.6","76",
"10/12/2021  11:00:00.000","    94375000","  31.3","   3.7","  14.0","  37.1","76",
"10/12/2021  10:50:00.000","    94400000","  42.0","   3.9","  23.4","  45.9","76",
"10/12/2021  11:10:00.000","    94425000","  51.2","   2.5","  40.7","  54.5","76",
"10/12/2021  11:10:00.000","    94450000","  57.6","   1.2","  52.6","  59.1","76",
"10/12/2021  11:10:00.000","    94475000","  61.1","   0.6","  59.8","  62.4","76",
"10/12/2021  11:10:00.000","    94500000","  61.8","   1.2","  59.5","  64.8","76",
"10/12/2021  11:10:00.000","    94525000","  59.4","   0.8","  57.6","  61.4","76",
"10/12/2021  11:10:00.000","    94550000","  54.1","   0.9","  50.4","  55.5","76",
"10/12/2021  11:10:00.000","    94575000","  46.0","   2.3","  36.3","  49.4","76",
"10/12/2021  11:10:00.000","    94600000","  35.6","   3.4","  22.5","  40.4","76",
"10/12/2021  11:10:00.000","    94625000","  24.9","   3.5","  14.8","  30.0","76",
"10/12/2021  11:10:00.000","    94650000","  16.3","   2.3","  12.0","  20.3","76",
"10/12/2021  11:10:00.000","    94675000","  12.2","   0.7","  11.3","  13.8","76",
"10/12/2021  11:10:00.000","    94700000","  10.8","   0.2","  10.4","  12.0","76",
"10/12/2021  11:10:00.000","    94725000","  10.3","   0.2","   9.8","  11.5","76",
"10/12/2021  11:10:00.000","    94750000","  10.0","   0.2","   9.5","  11.1","76",
"10/12/2021  11:10:00.000","    94775000","   9.7","   0.2","   9.2","  10.8","76",
"10/12/2021  11:10:00.000","    94800000","   9.5","   0.2","   9.0","  10.6","76",
"10/12/2021  11:10:00.000","    94825000","   9.3","   0.2","   8.9","  10.5","76",
"10/12/2021  11:10:00.000","    94850000","   9.3","   0.2","   8.8","  10.4","76",
"10/12/2021  11:10:00.000","    94875000","   9.3","   0.2","   8.8","  10.4","76",
"10/12/2021  11:30:00.000","    94900000","   9.3","   0.2","   8.9","  10.0","76",
"10/12/2021  11:30:00.000","    94925000","   9.3","   0.2","   9.1","  10.1","76",
"10/12/2021  11:30:00.000","    94950000","   9.4","   0.2","   9.1","  10.2","76",
"10/12/2021  11:30:00.000","    94975000","   9.7","   0.2","   9.4","  10.5","76",
"10/12/2021  11:30:00.000","    95000000","   9.9","   0.2","   9.6","  10.7","76",
"10/12/2021  11:10:00.000","    95025000","  10.2","   0.2","   9.7","  11.1","76",
"10/12/2021  11:30:00.000","    95050000","  10.1","   0.2","   9.8","  10.8","76",
"10/12/2021  11:30:00.000","    95075000","  10.4","   0.2","  10.0","  11.1","76",
"10/12/2021  10:40:00.000","    95100000","  10.9","   0.3","  10.4","  11.6","40",
"10/12/2021  10:40:00.000","    95125000","  12.4","   1.0","  10.7","  14.6","40",
"10/12/2021  10:40:00.000","    95150000","  17.3","   2.4","  11.5","  21.8","40",
"10/12/2021  10:40:00.000","    95175000","  27.9","   3.1","  14.8","  32.4","40",
"10/12/2021  10:40:00.000","    95200000","  39.9","   3.0","  24.9","  43.2","40",
"10/12/2021  10:40:00.000","    95225000","  48.6","   2.0","  38.6","  50.8","40",
"10/12/2021  10:40:00.000","    95250000","  54.1","   0.7","  51.0","  55.1","40",
"10/12/2021  11:30:00.000","    95275000","  57.7","   1.2","  55.0","  60.3","76",
"10/12/2021  11:30:00.000","    95300000","  59.7","   1.8","  56.2","  63.6","76",
"10/12/2021  10:40:00.000","    95325000","  58.3","   0.6","  56.7","  60.2","40",
"10/12/2021  10:40:00.000","    95350000","  55.4","   0.8","  51.8","  56.5","40",
"10/12/2021  10:40:00.000","    95375000","  50.4","   2.1","  40.0","  52.7","40",
"10/12/2021  10:40:00.000","    95400000","  42.0","   3.0","  27.1","  45.5","40",
"10/12/2021  10:40:00.000","    95425000","  29.9","   3.1","  16.6","  34.4","40",
"10/12/2021  10:40:00.000","    95450000","  18.4","   2.3","  13.2","  22.6","40",
"10/12/2021  10:40:00.000","    95475000","  13.5","   1.0","  11.0","  15.8","40",
"10/12/2021  10:40:00.000","    95500000","  11.9","   0.8","  10.2","  13.1","40",
"10/12/2021  10:40:00.000","    95525000","  11.0","   0.8","   9.8","  12.7","40",
"10/12/2021  10:40:00.000","    95550000","  10.1","   0.6","   9.2","  12.2","40",
"10/12/2021  11:30:00.000","    95575000","   9.6","   0.2","   9.3","  10.4","76",
"10/12/2021  11:30:00.000","    95600000","   9.5","   0.2","   9.2","  10.3","76",
"10/12/2021  11:30:00.000","    95625000","   9.6","   0.2","   9.3","  10.4","76",
"10/12/2021  11:30:00.000","    95650000","   9.7","   0.2","   9.5","  10.5","76",
"10/12/2021  11:30:00.000","    95675000","   9.6","   0.2","   9.4","  10.3","76",
"10/12/2021  11:10:00.000","    95700000","   9.6","   0.2","   9.2","  10.5","76",
"10/12/2021  11:10:00.000","    95725000","   9.6","   0.2","   9.3","  10.6","76",
"10/12/2021  11:30:00.000","    95750000","  10.3","   0.1","  10.1","  11.0","76",
"10/12/2021  11:30:00.000","    95775000","  10.5","   0.1","  10.3","  11.2","76",
"10/12/2021  11:30:00.000","    95800000","   9.9","   0.2","   9.8","  10.6","76",
"10/12/2021  11:30:00.000","    95825000","  10.1","   0.3","   9.9","  11.6","76",
"10/12/2021  11:30:00.000","    95850000","  10.5","   0.6","  10.1","  14.0","76",
"10/12/2021  11:30:00.000","    95875000","  11.4","   1.8","  10.6","  20.9","76",
"10/12/2021  11:20:00.000","    95900000","  12.9","   4.2","  10.8","  29.1","76",
"10/12/2021  11:20:00.000","    95925000","  14.5","   6.0","  10.8","  35.1","76",
"10/12/2021  10:50:00.000","    95950000","  17.7","   5.9","  11.2","  35.9","76",
"10/12/2021  10:50:00.000","    95975000","  23.5","   6.8","  11.6","  37.1","76",
"10/12/2021  12:30:00.000","    96000000","  34.2","   6.8","  13.8","  44.5","76",
"10/12/2021  12:10:00.000","    96025000","  45.9","   3.9","  31.2","  52.7","76",
"10/12/2021  12:10:00.000","    96050000","  55.0","   1.6","  49.6","  57.8","76",
"10/12/2021  10:40:00.000","    96075000","  61.8","   0.7","  60.2","  62.9","40",
"10/12/2021  10:40:00.000","    96100000","  65.5","   1.1","  63.1","  67.3","40",
"10/12/2021  10:40:00.000","    96125000","  62.0","   0.5","  60.6","  62.9","40",
"10/12/2021  12:10:00.000","    96150000","  54.9","   1.7","  49.2","  58.1","76",
"10/12/2021  12:10:00.000","    96175000","  46.0","   3.9","  31.1","  52.4","76",
"10/12/2021  12:30:00.000","    96200000","  35.6","   7.1","  13.9","  45.9","76",
"10/12/2021  12:30:00.000","    96225000","  25.7","   7.3","  13.4","  40.1","76",
"10/12/2021  12:30:00.000","    96250000","  20.4","   4.5","  15.9","  32.4","76",
"10/12/2021  11:20:00.000","    96275000","  16.6","   5.6","  13.5","  35.9","76",
"10/12/2021  10:40:00.000","    96300000","  13.2","   2.4","  11.5","  24.1","40",
"10/12/2021  10:40:00.000","    96325000","  12.1","   1.1","  11.1","  16.9","40",
"10/12/2021  10:40:00.000","    96350000","  10.9","   0.6","  10.4","  14.0","40",
"10/12/2021  11:30:00.000","    96375000","  10.7","   0.3","  10.3","  12.0","76",
"10/12/2021  12:10:00.000","    96400000","  10.4","   0.4","   9.9","  13.3","76",
"10/12/2021  12:10:00.000","    96425000","  10.5","   0.4","  10.1","  13.2","76",
"10/12/2021  12:10:00.000","    96450000","  10.2","   0.3","   9.8","  12.8","76",
"10/12/2021  10:50:00.000","    96475000","   9.7","   0.2","   9.3","  10.2","76",
"10/12/2021  10:50:00.000","    96500000","   9.8","   0.2","   9.5","  10.3","76",
"10/12/2021  10:50:00.000","    96525000","   9.5","   0.2","   9.1","  10.0","76",
"10/12/2021  10:50:00.000","    96550000","   9.7","   0.2","   9.3","  10.2","76",
"10/12/2021  10:50:00.000","    96575000","   9.6","   0.3","   9.2","  10.3","76",
"10/12/2021  12:20:00.000","    96600000","   9.6","   0.3","   9.1","  10.1","76",
"10/12/2021  12:00:00.000","    96625000","   9.6","   0.2","   9.2","  10.4","75",
"10/12/2021  10:50:00.000","    96650000","   9.6","   0.3","   9.2","  10.2","76",
"10/12/2021  10:50:00.000","    96675000","   9.8","   0.2","   9.5","  10.4","76",
"10/12/2021  10:50:00.000","    96700000","   9.7","   0.3","   9.3","  10.4","76",
"10/12/2021  10:50:00.000","    96725000","   9.3","   0.3","   8.9","  10.1","76",
"10/12/2021  10:50:00.000","    96750000","   9.1","   0.4","   8.5","  10.0","76",
"10/12/2021  10:50:00.000","    96775000","   9.2","   0.4","   8.4","  10.4","76",
"10/12/2021  10:40:00.000","    96800000","  10.0","   0.4","   8.9","  10.9","40",
"10/12/2021  10:40:00.000","    96825000","  11.7","   0.5","  10.1","  12.8","40",
"10/12/2021  10:40:00.000","    96850000","  14.0","   0.4","  12.7","  15.0","40",
"10/12/2021  10:50:00.000","    96875000","  16.2","   0.3","  15.5","  17.2","76",
"10/12/2021  10:50:00.000","    96900000","  17.3","   0.5","  16.4","  18.7","76",
"10/12/2021  10:50:00.000","    96925000","  16.6","   0.4","  15.8","  17.6","76",
"10/12/2021  10:50:00.000","    96950000","  14.6","   0.5","  13.2","  16.0","76",
"10/12/2021  11:20:00.000","    96975000","  27.9","   2.3","  20.4","  32.1","76",
"10/12/2021  11:20:00.000","    97000000","  24.3","   2.1","  17.6","  28.2","76",
